#z,   mu,   1-sigma
0.01012	33.2691	0.1994
0.01038	33.2551	0.1922
0.01043	33.3462	0.1756
0.01082	33.385	0.2065
0.01209	33.8121	0.1733
0.0122	33.2853	0.1975
0.01226	33.7891	0.1652
0.01268	33.7859	0.1658
0.01271	33.6302	0.1729
0.01291	33.9013	0.1731
0.01318	33.5402	0.1709
0.01382	33.8141	0.1472
0.01402	33.9552	0.1704
0.01447	33.9907	0.1587
0.01451	33.9663	0.1453
0.01454	33.9674	0.153
0.01472	33.985	0.1372
0.01504	34.0108	0.141
0.01506	34.0949	0.1522
0.0152	34.2256	0.1723
0.0153	34.2965	0.1714
0.0153	34.2064	0.1955
0.0153	34.2959	0.1632
0.01532	33.941	0.164
0.01567	33.837	0.1697
0.01568	34.5083	0.1551
0.01572	33.7807	0.1535
0.01629	34.2287	0.1509
0.01635	33.9593	0.1422
0.01662	34.0912	0.1474
0.01663	34.2489	0.1554
0.01678	34.1903	0.1885
0.01697	34.3512	0.1468
0.01698	33.9881	0.1622
0.01705	34.264	0.152
0.01724	34.5941	0.1445
0.01726	34.4474	0.1492
0.01732	34.3834	0.1423
0.0174	34.281	0.1601
0.0174	34.2179	0.1577
0.01752	34.2597	0.1614
0.01754	34.2381	0.1482
0.01763	34.314	0.1292
0.01908	34.649	0.1344
0.0197	34.6965	0.1402
0.01972	34.6015	0.1657
0.0202	34.7894	0.1428
0.02024	34.7748	0.1689
0.0203	34.3612	0.1576
0.02038	34.7775	0.142
0.0204	34.6173	0.1238
0.0209	34.872	0.1428
0.0212	34.7155	0.1379
0.02171	35.0145	0.1624
0.02189	34.8797	0.1404
0.02197	34.7118	0.1397
0.0221	34.7043	0.1502
0.02223	34.8502	0.1369
0.02249	35.1308	0.1394
0.02275	35.0491	0.1356
0.02348	34.9998	0.1451
0.02349	34.91	0.145
0.02384	35.173	0.1372
0.02398	34.9691	0.1378
0.024	35.1339	0.1451
0.02414	35.13	0.1256
0.02454	34.9913	0.1402
0.02477	34.9496	0.1283
0.02482	35.0246	0.1286
0.02525	34.9834	0.1776
0.02529	35.1704	0.133
0.02547	34.8948	0.1253
0.02557	35.2009	0.1519
0.02559	35.2166	0.1256
0.0258	35.2677	0.1458
0.02627	35.413	0.1248
0.02639	35.2431	0.1491
0.02643	35.3443	0.128
0.0265	35.3367	0.135
0.02673	35.3773	0.1515
0.02689	35.3134	0.1695
0.02751	35.2201	0.1264
0.02752	35.4521	0.1214
0.02752	35.5783	0.1401
0.02763	35.6866	0.1301
0.0281	35.5858	0.1193
0.02837	35.3496	0.134
0.02845	35.4968	0.1434
0.02846	35.446	0.1203
0.02878	35.3396	0.1404
0.0288	35.6904	0.1283
0.02894	35.4367	0.1413
0.02932	35.3957	0.1407
0.0295	35.5105	0.1256
0.0299	35.1971	0.1513
0.03	35.5865	0.1228
0.03048	35.6048	0.1523
0.03049	35.2309	0.5083
0.03055	35.4554	0.1509
0.03144	35.719	0.1311
0.03155	35.6654	0.1223
0.0316	35.6255	0.1309
0.03163	35.9145	0.1352
0.03184	35.6798	0.1199
0.0319	35.8349	0.1267
0.03212	35.5615	0.1196
0.0322	35.7904	0.1171
0.03273	35.9901	0.1288
0.0328	35.5407	0.153
0.03292	35.8028	0.1455
0.03314	35.9543	0.1217
0.03348	35.6803	0.1079
0.03359	35.9193	0.1028
0.03378	35.7385	0.1235
0.03399	35.7031	0.1504
0.03408	35.9507	0.1315
0.0341	35.9944	0.1228
0.03416	35.7296	0.1247
0.03426	35.9172	0.167
0.03434	35.6974	0.1816
0.03438	35.7473	0.1272
0.03489	35.8346	0.1109
0.035	35.7674	0.1763
0.03507	35.8194	0.1223
0.03518	35.7333	0.1647
0.03578	35.9056	0.1918
0.03682	36.1169	0.1309
0.037	36.2107	0.1288
0.03713	36.1665	0.1156
0.0373	36.1254	0.1183
0.03743	35.9087	0.1187
0.0379	35.9261	0.2138
0.038	36.2472	0.1738
0.03827	36.0852	0.1262
0.03837	36.0849	0.1281
0.03863	36.3455	0.1204
0.03984	36.0803	0.1346
0.04028	36.0278	0.1107
0.04067	36.3379	0.1326
0.04093	36.1444	0.1099
0.04093	36.1366	0.1124
0.0415	36.3875	0.1129
0.04269	36.2821	0.1164
0.0431	36.2637	0.1192
0.0434	36.316	0.1062
0.04437	36.0664	0.2143
0.04437	36.5448	0.1528
0.04486	36.2791	0.1203
0.04582	36.6309	0.1028
0.04597	36.489	0.1092
0.04651	36.655	0.1241
0.0471	36.4795	0.1172
0.04713	36.5133	0.1211
0.04714	36.3382	0.1461
0.04819	36.7733	0.1288
0.04949	36.6736	0.1258
0.04976	36.6183	0.176
0.05035	36.7109	0.1389
0.05067	36.7722	0.1257
0.05092	36.9139	0.1717
0.05322	36.9127	0.1238
0.05344	36.8123	0.146
0.05359	36.9623	0.1404
0.05418	36.6402	0.1102
0.05458	36.9639	0.117
0.05495	36.9231	0.1082
0.05573	36.5744	0.1236
0.0558	36.7568	0.0966
0.05684	37.0658	0.119
0.05715	37.0232	0.107
0.0572	36.9537	0.1106
0.0589	37.1098	0.1004
0.05895	37.1455	0.1148
0.05948	37.0568	0.1236
0.06119	37.2385	0.1144
0.06441	37.1484	0.1138
0.06455	37.4449	0.1016
0.06481	37.2386	0.1114
0.06559	37.2177	0.1357
0.0664	37.3417	0.1162
0.06845	37.615	0.1173
0.06877	37.5358	0.1476
0.06888	37.482	0.1062
0.0706	37.4182	0.1234
0.07063	37.845	0.2808
0.07141	37.518	0.1206
0.0718	37.3474	0.1188
0.07369	37.554	0.1678
0.07515	37.1921	0.1203
0.07523	37.6627	0.1011
0.0755	37.7448	0.1208
0.07877	38.1088	0.1145
0.07883	37.8932	0.1251
0.07976	37.6965	0.0997
0.08162	37.8705	0.1048
0.08223	37.8643	0.1292
0.08286	37.8729	0.1076
0.08328	38.0974	0.1164
0.08534	37.9716	0.1017
0.08575	37.9675	0.0986
0.08798	38.0378	0.1032
0.08833	37.8436	0.1166
0.08859	37.9989	0.1074
0.0896	38.0806	0.1195
0.09121	38.1104	0.1028
0.09201	38.2988	0.1197
0.09278	38.2217	0.1071
0.0939	38.2982	0.1357
0.094	38.2339	0.097
0.09641	38.1539	0.1401
0.09929	38.541	0.1112
0.10036	38.3078	0.1123
0.10044	38.4435	0.1093
0.10227	38.4117	0.1125
0.10242	38.5112	0.1089
0.1028	38.5347	0.135
0.10293	38.512	0.0977
0.10298	38.2534	0.1295
0.1034	38.4587	0.0965
0.1036	38.3187	0.1063
0.10588	38.4291	0.087
0.10643	38.454	0.1011
0.10689	38.5794	0.103
0.1072	38.5527	0.1121
0.10757	38.6034	0.1079
0.10902	38.5203	0.0971
0.10989	38.6449	0.1242
0.11229	38.7442	0.0996
0.11376	38.4812	0.1078
0.11639	38.6525	0.0974
0.11659	38.7553	0.1014
0.11762	38.7756	0.1059
0.11782	38.7027	0.1152
0.11787	38.5428	0.0932
0.1187	38.8156	0.1243
0.1187	38.6091	0.1304
0.11944	38.6311	0.133
0.11981	38.993	0.1399
0.12005	38.7292	0.101
0.12029	38.8668	0.1153
0.12068	38.7213	0.168
0.12175	38.9412	0.1266
0.1218	38.6753	0.0912
0.12211	38.7263	0.1177
0.1229	38.8041	0.1014
0.12291	38.7481	0.118
0.12347	38.7792	0.1003
0.12365	38.7636	0.1008
0.12368	38.9326	0.1032
0.1244	38.8355	0.0961
0.12531	38.8285	0.1037
0.1262	38.7187	0.1154
0.12631	38.9454	0.1288
0.12672	38.8703	0.1123
0.12679	38.9202	0.1214
0.12687	38.9565	0.1014
0.12783	38.9186	0.1213
0.1289	38.8671	0.1113
0.12913	38.9416	0.129
0.12924	38.8901	0.1105
0.12941	38.9618	0.1033
0.12995	39.1091	0.1119
0.13226	39.29	0.1273
0.13269	38.8746	0.0918
0.13366	38.9557	0.0976
0.13523	39.3186	0.1163
0.13527	39.1654	0.1215
0.13653	39.1111	0.1119
0.13659	38.939	0.1121
0.13672	39.0885	0.1162
0.13679	39.1214	0.1123
0.13712	39.4841	0.1127
0.13796	39.0141	0.0994
0.13806	39.0615	0.0979
0.13816	39.1943	0.1198
0.13823	39.155	0.1004
0.13847	39.3597	0.1239
0.13855	39.1272	0.1249
0.1388	39.1818	0.1031
0.13947	39.1425	0.1114
0.14055	39.2377	0.1159
0.14135	39.1992	0.1361
0.14167	39.1599	0.1018
0.14343	39.2429	0.1052
0.14393	39.1774	0.1056
0.14406	39.1984	0.1118
0.14462	39.164	0.1372
0.14519	39.5583	0.1831
0.14539	39.2714	0.1382
0.14566	39.0388	0.1223
0.14648	39.269	0.1117
0.14711	39.1566	0.1098
0.14723	39.1418	0.102
0.14761	39.2415	0.1169
0.14774	39.1899	0.0974
0.14864	39.2865	0.1045
0.14949	39.4734	0.1411
0.15062	39.2191	0.1149
0.15069	39.2962	0.1063
0.1517	39.1295	0.0973
0.15253	39.2956	0.1158
0.15269	39.4453	0.1107
0.15286	39.34	0.0965
0.15298	39.2007	0.1054
0.15333	39.3604	0.1102
0.15352	39.4865	0.1035
0.15474	39.2253	0.1017
0.1549	39.3715	0.1005
0.15499	39.4998	0.1146
0.15625	39.3483	0.1204
0.1567	39.3015	0.1138
0.1568	39.4866	0.1189
